dia_semana;hour;mortos
domingo;0;58
domingo;1;52
domingo;2;65
domingo;3;70
domingo;4;87
domingo;5;112
domingo;6;77
domingo;7;55
domingo;8;37
domingo;9;61
domingo;10;39
domingo;11;35
domingo;12;23
domingo;13;44
domingo;14;61
domingo;15;69
domingo;16;87
domingo;17;97
domingo;18;157
domingo;19;175
domingo;20;146
domingo;21;108
domingo;22;93
domingo;23;60
quarta-feira;0;32
quarta-feira;1;19
quarta-feira;2;24
quarta-feira;3;20
quarta-feira;4;20
quarta-feira;5;51
quarta-feira;6;40
quarta-feira;7;38
quarta-feira;8;29
quarta-feira;9;29
quarta-feira;10;26
quarta-feira;11;39
quarta-feira;12;27
quarta-feira;13;28
quarta-feira;14;38
quarta-feira;15;65
quarta-feira;16;44
quarta-feira;17;46
quarta-feira;18;79
quarta-feira;19;60
quarta-feira;20;52
quarta-feira;21;44
quarta-feira;22;34
quarta-feira;23;49
quinta-feira;0;24
quinta-feira;1;29
quinta-feira;2;23
quinta-feira;3;29
quinta-feira;4;34
quinta-feira;5;41
quinta-feira;6;49
quinta-feira;7;46
quinta-feira;8;34
quinta-feira;9;16
quinta-feira;10;44
quinta-feira;11;22
quinta-feira;12;30
quinta-feira;13;34
quinta-feira;14;40
quinta-feira;15;49
quinta-feira;16;36
quinta-feira;17;43
quinta-feira;18;74
quinta-feira;19;66
quinta-feira;20;45
quinta-feira;21;48
quinta-feira;22;51
quinta-feira;23;34
segunda-feira;0;45
segunda-feira;1;38
segunda-feira;2;23
segunda-feira;3;24
segunda-feira;4;27
segunda-feira;5;41
segunda-feira;6;62
segunda-feira;7;44
segunda-feira;8;39
segunda-feira;9;28
segunda-feira;10;26
segunda-feira;11;42
segunda-feira;12;26
segunda-feira;13;33
segunda-feira;14;62
segunda-feira;15;44
segunda-feira;16;44
segunda-feira;17;56
segunda-feira;18;56
segunda-feira;19;64
segunda-feira;20;48
segunda-feira;21;35
segunda-feira;22;44
segunda-feira;23;33
sexta-feira;0;28
sexta-feira;1;37
sexta-feira;2;27
sexta-feira;3;42
sexta-feira;4;40
sexta-feira;5;63
sexta-feira;6;57
sexta-feira;7;43
sexta-feira;8;37
sexta-feira;9;23
sexta-feira;10;38
sexta-feira;11;41
sexta-feira;12;24
sexta-feira;13;52
sexta-feira;14;42
sexta-feira;15;66
sexta-feira;16;49
sexta-feira;17;69
sexta-feira;18;109
sexta-feira;19;104
sexta-feira;20;117
sexta-feira;21;102
sexta-feira;22;69
sexta-feira;23;74
terça-feira;0;22
terça-feira;1;21
terça-feira;2;7
terça-feira;3;12
terça-feira;4;31
terça-feira;5;31
terça-feira;6;37
terça-feira;7;42
terça-feira;8;24
terça-feira;9;24
terça-feira;10;38
terça-feira;11;32
terça-feira;12;32
terça-feira;13;43
terça-feira;14;45
terça-feira;15;46
terça-feira;16;33
terça-feira;17;65
terça-feira;18;67
terça-feira;19;77
terça-feira;20;67
terça-feira;21;41
terça-feira;22;57
terça-feira;23;51
