dia_semana;hour;mortos
domingo;0;42.0
domingo;1;43.0
domingo;2;49.0
domingo;3;37.0
domingo;4;41.0
domingo;5;55.0
domingo;6;37.0
domingo;7;19.0
domingo;8;27.0
domingo;9;23.0
domingo;10;20.0
domingo;11;26.0
domingo;12;21.0
domingo;13;28.0
domingo;14;27.0
domingo;15;36.0
domingo;16;35.0
domingo;17;31.0
domingo;18;80.0
domingo;19;76.0
domingo;20;60.0
domingo;21;42.0
domingo;22;42.0
domingo;23;36.0
quarta-feira;0;17.0
quarta-feira;1;14.0
quarta-feira;2;11.0
quarta-feira;3;11.0
quarta-feira;4;18.0
quarta-feira;5;20.0
quarta-feira;6;29.0
quarta-feira;7;15.0
quarta-feira;8;11.0
quarta-feira;9;14.0
quarta-feira;10;18.0
quarta-feira;11;13.0
quarta-feira;12;8.0
quarta-feira;13;26.0
quarta-feira;14;22.0
quarta-feira;15;13.0
quarta-feira;16;15.0
quarta-feira;17;25.0
quarta-feira;18;63.0
quarta-feira;19;48.0
quarta-feira;20;23.0
quarta-feira;21;21.0
quarta-feira;22;21.0
quarta-feira;23;20.0
quinta-feira;0;19.0
quinta-feira;1;12.0
quinta-feira;2;9.0
quinta-feira;3;12.0
quinta-feira;4;18.0
quinta-feira;5;26.0
quinta-feira;6;24.0
quinta-feira;7;20.0
quinta-feira;8;17.0
quinta-feira;9;21.0
quinta-feira;10;9.0
quinta-feira;11;16.0
quinta-feira;12;14.0
quinta-feira;13;22.0
quinta-feira;14;18.0
quinta-feira;15;28.0
quinta-feira;16;12.0
quinta-feira;17;31.0
quinta-feira;18;55.0
quinta-feira;19;36.0
quinta-feira;20;26.0
quinta-feira;21;31.0
quinta-feira;22;27.0
quinta-feira;23;28.0
segunda-feira;0;27.0
segunda-feira;1;20.0
segunda-feira;2;7.0
segunda-feira;3;21.0
segunda-feira;4;22.0
segunda-feira;5;38.0
segunda-feira;6;38.0
segunda-feira;7;25.0
segunda-feira;8;20.0
segunda-feira;9;19.0
segunda-feira;10;17.0
segunda-feira;11;22.0
segunda-feira;12;25.0
segunda-feira;13;14.0
segunda-feira;14;26.0
segunda-feira;15;21.0
segunda-feira;16;20.0
segunda-feira;17;31.0
segunda-feira;18;64.0
segunda-feira;19;42.0
segunda-feira;20;32.0
segunda-feira;21;31.0
segunda-feira;22;15.0
segunda-feira;23;24.0
sexta-feira;0;12.0
sexta-feira;1;20.0
sexta-feira;2;11.0
sexta-feira;3;11.0
sexta-feira;4;19.0
sexta-feira;5;22.0
sexta-feira;6;36.0
sexta-feira;7;38.0
sexta-feira;8;26.0
sexta-feira;9;21.0
sexta-feira;10;10.0
sexta-feira;11;18.0
sexta-feira;12;18.0
sexta-feira;13;17.0
sexta-feira;14;27.0
sexta-feira;15;25.0
sexta-feira;16;38.0
sexta-feira;17;30.0
sexta-feira;18;58.0
sexta-feira;19;68.0
sexta-feira;20;46.0
sexta-feira;21;45.0
sexta-feira;22;37.0
sexta-feira;23;39.0
sábado;0;28.0
sábado;1;23.0
sábado;2;27.0
sábado;3;29.0
sábado;4;40.0
sábado;5;42.0
sábado;6;37.0
sábado;7;24.0
sábado;8;15.0
sábado;9;19.0
sábado;10;29.0
sábado;11;22.0
sábado;12;24.0
sábado;13;28.0
sábado;14;29.0
sábado;15;25.0
sábado;16;29.0
sábado;17;37.0
sábado;18;52.0
sábado;19;82.0
sábado;20;54.0
sábado;21;56.0
sábado;22;57.0
sábado;23;31.0
terça-feira;0;12.0
terça-feira;1;8.0
terça-feira;2;9.0
terça-feira;3;11.0
terça-feira;4;17.0
terça-feira;5;24.0
terça-feira;6;29.0
terça-feira;7;21.0
terça-feira;8;8.0
terça-feira;9;16.0
terça-feira;10;18.0
terça-feira;11;9.0
terça-feira;12;16.0
terça-feira;13;19.0
terça-feira;14;16.0
terça-feira;15;18.0
terça-feira;16;18.0
terça-feira;17;21.0
terça-feira;18;55.0
terça-feira;19;40.0
terça-feira;20;26.0
terça-feira;21;31.0
terça-feira;22;29.0
terça-feira;23;16.0
