dia_semana;hour;mortos
domingo;0;47.0
domingo;1;38.0
domingo;2;33.0
domingo;3;55.0
domingo;4;58.0
domingo;5;50.0
domingo;6;43.0
domingo;7;29.0
domingo;8;33.0
domingo;9;25.0
domingo;10;21.0
domingo;11;31.0
domingo;12;29.0
domingo;13;24.0
domingo;14;44.0
domingo;15;38.0
domingo;16;45.0
domingo;17;49.0
domingo;18;94.0
domingo;19;115.0
domingo;20;82.0
domingo;21;68.0
domingo;22;40.0
domingo;23;35.0
quarta-feira;0;19.0
quarta-feira;1;12.0
quarta-feira;2;2.0
quarta-feira;3;12.0
quarta-feira;4;17.0
quarta-feira;5;18.0
quarta-feira;6;24.0
quarta-feira;7;19.0
quarta-feira;8;20.0
quarta-feira;9;21.0
quarta-feira;10;18.0
quarta-feira;11;13.0
quarta-feira;12;23.0
quarta-feira;13;19.0
quarta-feira;14;16.0
quarta-feira;15;32.0
quarta-feira;16;20.0
quarta-feira;17;36.0
quarta-feira;18;47.0
quarta-feira;19;50.0
quarta-feira;20;33.0
quarta-feira;21;37.0
quarta-feira;22;17.0
quarta-feira;23;22.0
quinta-feira;0;26.0
quinta-feira;1;17.0
quinta-feira;2;14.0
quinta-feira;3;16.0
quinta-feira;4;27.0
quinta-feira;5;25.0
quinta-feira;6;25.0
quinta-feira;7;19.0
quinta-feira;8;11.0
quinta-feira;9;18.0
quinta-feira;10;18.0
quinta-feira;11;25.0
quinta-feira;12;12.0
quinta-feira;13;28.0
quinta-feira;14;25.0
quinta-feira;15;36.0
quinta-feira;16;27.0
quinta-feira;17;38.0
quinta-feira;18;49.0
quinta-feira;19;57.0
quinta-feira;20;35.0
quinta-feira;21;29.0
quinta-feira;22;33.0
quinta-feira;23;18.0
segunda-feira;0;34.0
segunda-feira;1;22.0
segunda-feira;2;16.0
segunda-feira;3;18.0
segunda-feira;4;22.0
segunda-feira;5;32.0
segunda-feira;6;31.0
segunda-feira;7;35.0
segunda-feira;8;19.0
segunda-feira;9;19.0
segunda-feira;10;20.0
segunda-feira;11;27.0
segunda-feira;12;18.0
segunda-feira;13;15.0
segunda-feira;14;23.0
segunda-feira;15;25.0
segunda-feira;16;28.0
segunda-feira;17;43.0
segunda-feira;18;50.0
segunda-feira;19;42.0
segunda-feira;20;40.0
segunda-feira;21;31.0
segunda-feira;22;24.0
segunda-feira;23;17.0
sexta-feira;0;13.0
sexta-feira;1;13.0
sexta-feira;2;12.0
sexta-feira;3;19.0
sexta-feira;4;21.0
sexta-feira;5;24.0
sexta-feira;6;34.0
sexta-feira;7;26.0
sexta-feira;8;24.0
sexta-feira;9;21.0
sexta-feira;10;21.0
sexta-feira;11;23.0
sexta-feira;12;24.0
sexta-feira;13;19.0
sexta-feira;14;34.0
sexta-feira;15;29.0
sexta-feira;16;29.0
sexta-feira;17;37.0
sexta-feira;18;70.0
sexta-feira;19;52.0
sexta-feira;20;44.0
sexta-feira;21;50.0
sexta-feira;22;44.0
sexta-feira;23;32.0
sábado;0;30.0
sábado;1;29.0
sábado;2;35.0
sábado;3;42.0
sábado;4;51.0
sábado;5;43.0
sábado;6;32.0
sábado;7;34.0
sábado;8;22.0
sábado;9;34.0
sábado;10;25.0
sábado;11;20.0
sábado;12;24.0
sábado;13;34.0
sábado;14;29.0
sábado;15;47.0
sábado;16;28.0
sábado;17;34.0
sábado;18;92.0
sábado;19;89.0
sábado;20;63.0
sábado;21;64.0
sábado;22;53.0
sábado;23;50.0
terça-feira;0;7.0
terça-feira;1;8.0
terça-feira;2;9.0
terça-feira;3;9.0
terça-feira;4;12.0
terça-feira;5;25.0
terça-feira;6;26.0
terça-feira;7;13.0
terça-feira;8;20.0
terça-feira;9;25.0
terça-feira;10;12.0
terça-feira;11;12.0
terça-feira;12;15.0
terça-feira;13;16.0
terça-feira;14;31.0
terça-feira;15;23.0
terça-feira;16;21.0
terça-feira;17;31.0
terça-feira;18;47.0
terça-feira;19;33.0
terça-feira;20;44.0
terça-feira;21;28.0
terça-feira;22;19.0
terça-feira;23;27.0
