dia_semana;hour;mortos
domingo;0;36.0
domingo;1;34.0
domingo;2;35.0
domingo;3;40.0
domingo;4;42.0
domingo;5;57.0
domingo;6;35.0
domingo;7;30.0
domingo;8;22.0
domingo;9;21.0
domingo;10;20.0
domingo;11;20.0
domingo;12;20.0
domingo;13;17.0
domingo;14;28.0
domingo;15;32.0
domingo;16;28.0
domingo;17;42.0
domingo;18;71.0
domingo;19;103.0
domingo;20;57.0
domingo;21;45.0
domingo;22;49.0
domingo;23;50.0
quarta-feira;0;8.0
quarta-feira;1;10.0
quarta-feira;2;10.0
quarta-feira;3;12.0
quarta-feira;4;18.0
quarta-feira;5;21.0
quarta-feira;6;16.0
quarta-feira;7;28.0
quarta-feira;8;14.0
quarta-feira;9;17.0
quarta-feira;10;23.0
quarta-feira;11;18.0
quarta-feira;12;15.0
quarta-feira;13;20.0
quarta-feira;14;12.0
quarta-feira;15;26.0
quarta-feira;16;22.0
quarta-feira;17;30.0
quarta-feira;18;41.0
quarta-feira;19;53.0
quarta-feira;20;46.0
quarta-feira;21;30.0
quarta-feira;22;22.0
quarta-feira;23;24.0
quinta-feira;0;14.0
quinta-feira;1;14.0
quinta-feira;2;13.0
quinta-feira;3;12.0
quinta-feira;4;18.0
quinta-feira;5;17.0
quinta-feira;6;31.0
quinta-feira;7;17.0
quinta-feira;8;21.0
quinta-feira;9;15.0
quinta-feira;10;18.0
quinta-feira;11;17.0
quinta-feira;12;31.0
quinta-feira;13;11.0
quinta-feira;14;21.0
quinta-feira;15;27.0
quinta-feira;16;25.0
quinta-feira;17;35.0
quinta-feira;18;49.0
quinta-feira;19;49.0
quinta-feira;20;36.0
quinta-feira;21;21.0
quinta-feira;22;19.0
quinta-feira;23;21.0
segunda-feira;0;38.0
segunda-feira;1;18.0
segunda-feira;2;14.0
segunda-feira;3;17.0
segunda-feira;4;13.0
segunda-feira;5;18.0
segunda-feira;6;39.0
segunda-feira;7;33.0
segunda-feira;8;25.0
segunda-feira;9;16.0
segunda-feira;10;21.0
segunda-feira;11;19.0
segunda-feira;12;25.0
segunda-feira;13;25.0
segunda-feira;14;24.0
segunda-feira;15;23.0
segunda-feira;16;23.0
segunda-feira;17;24.0
segunda-feira;18;54.0
segunda-feira;19;47.0
segunda-feira;20;27.0
segunda-feira;21;30.0
segunda-feira;22;23.0
segunda-feira;23;16.0
sexta-feira;0;17.0
sexta-feira;1;14.0
sexta-feira;2;15.0
sexta-feira;3;22.0
sexta-feira;4;27.0
sexta-feira;5;20.0
sexta-feira;6;30.0
sexta-feira;7;27.0
sexta-feira;8;22.0
sexta-feira;9;20.0
sexta-feira;10;18.0
sexta-feira;11;26.0
sexta-feira;12;29.0
sexta-feira;13;19.0
sexta-feira;14;31.0
sexta-feira;15;33.0
sexta-feira;16;23.0
sexta-feira;17;43.0
sexta-feira;18;50.0
sexta-feira;19;59.0
sexta-feira;20;47.0
sexta-feira;21;32.0
sexta-feira;22;43.0
sexta-feira;23;39.0
sábado;0;22.0
sábado;1;32.0
sábado;2;26.0
sábado;3;29.0
sábado;4;36.0
sábado;5;41.0
sábado;6;33.0
sábado;7;26.0
sábado;8;26.0
sábado;9;20.0
sábado;10;19.0
sábado;11;22.0
sábado;12;21.0
sábado;13;24.0
sábado;14;31.0
sábado;15;38.0
sábado;16;33.0
sábado;17;40.0
sábado;18;67.0
sábado;19;72.0
sábado;20;59.0
sábado;21;47.0
sábado;22;43.0
sábado;23;41.0
terça-feira;0;9.0
terça-feira;1;8.0
terça-feira;2;13.0
terça-feira;3;13.0
terça-feira;4;14.0
terça-feira;5;16.0
terça-feira;6;22.0
terça-feira;7;25.0
terça-feira;8;17.0
terça-feira;9;17.0
terça-feira;10;11.0
terça-feira;11;17.0
terça-feira;12;21.0
terça-feira;13;14.0
terça-feira;14;22.0
terça-feira;15;24.0
terça-feira;16;16.0
terça-feira;17;23.0
terça-feira;18;46.0
terça-feira;19;38.0
terça-feira;20;26.0
terça-feira;21;21.0
terça-feira;22;22.0
terça-feira;23;21.0
