dia_semana;hour;mortos
domingo;0;68
domingo;1;53
domingo;2;46
domingo;3;67
domingo;4;97
domingo;5;72
domingo;6;70
domingo;7;53
domingo;8;40
domingo;9;28
domingo;10;40
domingo;11;40
domingo;12;23
domingo;13;48
domingo;14;66
domingo;15;86
domingo;16;95
domingo;17;106
domingo;18;186
domingo;19;193
domingo;20;131
domingo;21;116
domingo;22;84
domingo;23;56
quarta-feira;0;17
quarta-feira;1;29
quarta-feira;2;12
quarta-feira;3;20
quarta-feira;4;33
quarta-feira;5;40
quarta-feira;6;52
quarta-feira;7;39
quarta-feira;8;36
quarta-feira;9;20
quarta-feira;10;23
quarta-feira;11;25
quarta-feira;12;36
quarta-feira;13;34
quarta-feira;14;33
quarta-feira;15;35
quarta-feira;16;50
quarta-feira;17;37
quarta-feira;18;84
quarta-feira;19;68
quarta-feira;20;56
quarta-feira;21;49
quarta-feira;22;38
quarta-feira;23;32
quinta-feira;0;46
quinta-feira;1;24
quinta-feira;2;24
quinta-feira;3;22
quinta-feira;4;30
quinta-feira;5;33
quinta-feira;6;52
quinta-feira;7;46
quinta-feira;8;31
quinta-feira;9;39
quinta-feira;10;35
quinta-feira;11;36
quinta-feira;12;26
quinta-feira;13;44
quinta-feira;14;43
quinta-feira;15;65
quinta-feira;16;44
quinta-feira;17;64
quinta-feira;18;77
quinta-feira;19;88
quinta-feira;20;60
quinta-feira;21;48
quinta-feira;22;55
quinta-feira;23;40
segunda-feira;0;42
segunda-feira;1;36
segunda-feira;2;23
segunda-feira;3;22
segunda-feira;4;29
segunda-feira;5;46
segunda-feira;6;70
segunda-feira;7;36
segunda-feira;8;46
segunda-feira;9;43
segunda-feira;10;24
segunda-feira;11;38
segunda-feira;12;33
segunda-feira;13;39
segunda-feira;14;43
segunda-feira;15;52
segunda-feira;16;43
segunda-feira;17;67
segunda-feira;18;75
segunda-feira;19;60
segunda-feira;20;50
segunda-feira;21;43
segunda-feira;22;37
segunda-feira;23;31
sexta-feira;0;23
sexta-feira;1;20
sexta-feira;2;23
sexta-feira;3;33
sexta-feira;4;35
sexta-feira;5;47
sexta-feira;6;59
sexta-feira;7;45
sexta-feira;8;35
sexta-feira;9;18
sexta-feira;10;26
sexta-feira;11;23
sexta-feira;12;30
sexta-feira;13;52
sexta-feira;14;52
sexta-feira;15;44
sexta-feira;16;46
sexta-feira;17;58
sexta-feira;18;102
sexta-feira;19;93
sexta-feira;20;102
sexta-feira;21;86
sexta-feira;22;76
sexta-feira;23;67
