id;dia_semana;horario;mortos
83298209;Quinta;00:05:00;0
83298218;Quinta;01:20:00;0
83298220;Quinta;01:45:00;0
83298221;Quinta;02:50:00;0
83298222;Quinta;02:50:00;0
83298223;Quinta;01:10:00;0
83298226;Quinta;02:20:00;0
83298229;Quinta;03:05:00;0
83298233;Quinta;03:40:00;0
83298234;Quinta;03:30:00;0
83298243;Quinta;05:00:00;0
83298245;Quinta;01:00:00;0
83298248;Quinta;04:20:00;0
83298257;Quinta;04:30:00;0
83298258;Quinta;00:02:00;0
83298259;Quinta;01:40:00;0
83298262;Quinta;02:45:00;0
83298266;Quinta;06:15:00;0
83298267;Quinta;01:00:00;0
83298269;Quinta;07:30:00;0
83298274;Quinta;02:30:00;0
83298275;Quinta;07:30:00;0
83298277;Quinta;03:30:00;0
83298279;Quinta;06:00:00;0
83298284;Quinta;07:20:00;0
83298291;Quinta;03:00:00;0
83298292;Quinta;06:55:00;0
83298294;Quinta;06:00:00;0
83298297;Quinta;08:00:00;0
83298298;Quinta;02:30:00;4
83298301;Quinta;09:00:00;0
83298302;Quinta;08:00:00;0
83298303;Quinta;06:00:00;0
83298304;Quinta;06:30:00;0
83298305;Quinta;07:10:00;0
83298308;Quinta;07:50:00;0
83298309;Quinta;04:30:00;0
83298313;Quinta;09:10:00;0
83298315;Quinta;08:50:00;0
83298317;Quinta;08:10:00;0
83298319;Quinta;05:00:00;0
83298323;Quinta;06:35:00;0
83298324;Quinta;08:30:00;0
83298328;Quinta;10:00:00;0
83298329;Quinta;11:40:00;0
83298330;Quinta;11:25:00;0
83298331;Quinta;05:20:00;0
83298336;Quinta;08:30:00;0
83298339;Quinta;05:10:00;0
83298340;Quinta;08:20:00;0
83298341;Quinta;10:00:00;0
83298344;Quinta;08:30:00;0
83298345;Quinta;05:30:00;0
83298346;Quinta;09:00:00;0
83298349;Quinta;11:10:00;0
83298350;Quinta;08:00:00;0
83298351;Quinta;11:00:00;0
83298352;Quinta;09:30:00;0
83298355;Quinta;12:00:00;0
83298358;Quinta;10:20:00;0
83298359;Quinta;09:30:00;0
