dia_semana;hour;mortos
domingo;0;123.0
domingo;1;182.0
domingo;2;205.0
domingo;3;147.0
domingo;4;111.0
domingo;5;162.0
domingo;6;111.0
domingo;7;96.0
domingo;8;70.0
domingo;9;95.0
domingo;10;133.0
domingo;11;134.0
domingo;12;154.0
domingo;13;100.0
domingo;14;154.0
domingo;15;238.0
domingo;16;86.0
domingo;17;210.0
domingo;18;351.0
domingo;19;420.0
domingo;20;271.0
domingo;21;230.0
domingo;22;150.0
domingo;23;157.0
quarta-feira;0;21.0
quarta-feira;1;71.0
quarta-feira;2;20.0
quarta-feira;3;45.0
quarta-feira;4;40.0
quarta-feira;5;83.0
quarta-feira;6;130.0
quarta-feira;7;83.0
quarta-feira;8;40.0
quarta-feira;9;99.0
quarta-feira;10;80.0
quarta-feira;11;59.0
quarta-feira;12;51.0
quarta-feira;13;66.0
quarta-feira;14;105.0
quarta-feira;15;53.0
quarta-feira;16;75.0
quarta-feira;17;91.0
quarta-feira;18;174.0
quarta-feira;19;145.0
quarta-feira;20;138.0
quarta-feira;21;78.0
quarta-feira;22;79.0
quarta-feira;23;59.0
quinta-feira;0;55.0
quinta-feira;1;71.0
quinta-feira;2;53.0
quinta-feira;3;33.0
quinta-feira;4;53.0
quinta-feira;5;88.0
quinta-feira;6;142.0
quinta-feira;7;101.0
quinta-feira;8;47.0
quinta-feira;9;33.0
quinta-feira;10;28.0
quinta-feira;11;50.0
quinta-feira;12;70.0
quinta-feira;13;68.0
quinta-feira;14;68.0
quinta-feira;15;80.0
quinta-feira;16;99.0
quinta-feira;17;87.0
quinta-feira;18;94.0
quinta-feira;19;121.0
quinta-feira;20;62.0
quinta-feira;21;146.0
quinta-feira;22;91.0
quinta-feira;23;54.0
segunda-feira;0;140.0
segunda-feira;1;119.0
segunda-feira;2;35.0
segunda-feira;3;44.0
segunda-feira;4;61.0
segunda-feira;5;111.0
segunda-feira;6;53.0
segunda-feira;7;66.0
segunda-feira;8;71.0
segunda-feira;9;92.0
segunda-feira;10;57.0
segunda-feira;11;63.0
segunda-feira;12;82.0
segunda-feira;13;64.0
segunda-feira;14;93.0
segunda-feira;15;79.0
segunda-feira;16;127.0
segunda-feira;17;157.0
segunda-feira;18;205.0
segunda-feira;19;159.0
segunda-feira;20;60.0
segunda-feira;21;94.0
segunda-feira;22;41.0
segunda-feira;23;60.0
sexta-feira;0;56.0
sexta-feira;1;74.0
sexta-feira;2;35.0
sexta-feira;3;76.0
sexta-feira;4;92.0
sexta-feira;5;134.0
sexta-feira;6;88.0
sexta-feira;7;81.0
sexta-feira;8;77.0
sexta-feira;9;55.0
sexta-feira;10;48.0
sexta-feira;11;73.0
sexta-feira;12;50.0
sexta-feira;13;102.0
sexta-feira;14;105.0
sexta-feira;15;112.0
sexta-feira;16;108.0
sexta-feira;17;150.0
sexta-feira;18;200.0
sexta-feira;19;217.0
sexta-feira;20;187.0
sexta-feira;21;149.0
sexta-feira;22;112.0
sexta-feira;23;88.0
