id;dia_semana;horario;mortos
1012870;Terça;16:00:00;0
1023692;Domingo;10:10:00;2
1027252;Quinta;09:20:00;0
1029670;Sexta;22:00:00;2
1038085;Quarta;07:05:00;0
1065523;Sexta;07:50:00;0
1066586;Sábado;22:10:00;0
1071913;Quarta;20:30:00;0
1085322;Sábado;07:50:00;0
1097521;Sábado;13:47:00;0
1169983;Sábado;16:45:00;3
1172135;Domingo;19:00:00;0
1191038;Sexta;21:35:00;0
1238129;Sexta;16:30:00;0
1312603;Segunda;15:45:00;0
1329564;Sábado;11:50:00;1
323803;Terça;00:15:00;0
323806;Terça;02:00:00;0
323812;Terça;02:30:00;0
323814;Terça;00:30:00;0
323817;Terça;00:20:00;0
323820;Terça;00:40:00;0
323822;Terça;03:00:00;0
323823;Terça;00:10:00;0
323826;Terça;02:45:00;0
323828;Terça;04:30:00;0
323832;Terça;05:05:00;0
323836;Terça;04:00:00;0
323838;Terça;02:50:00;1
323840;Terça;03:15:00;0
323842;Terça;02:10:00;0
323843;Terça;04:30:00;0
323845;Terça;04:50:00;0
323847;Terça;03:30:00;0
323848;Terça;00:20:00;1
323849;Terça;02:30:00;0
323850;Terça;06:00:00;0
323855;Terça;07:00:00;0
323864;Terça;07:45:00;0
323865;Terça;03:00:00;1
323866;Terça;01:20:00;0
323887;Terça;09:30:00;0
323896;Terça;07:35:00;0
323897;Terça;07:00:00;0
323900;Terça;09:50:00;0
323901;Terça;07:20:00;0
323902;Terça;07:45:00;1
323903;Terça;10:15:00;0
323904;Terça;09:35:00;0
323908;Terça;11:05:00;0
323912;Terça;02:00:00;0
323914;Terça;11:05:00;0
323915;Terça;09:00:00;0
323918;Terça;08:40:00;0
323919;Terça;07:35:00;0
323921;Terça;06:30:00;0
323922;Terça;10:30:00;0
323923;Terça;11:20:00;0
323924;Terça;11:10:00;0
323925;Terça;07:50:00;0
323929;Terça;04:40:00;0
323932;Terça;12:20:00;0
323935;Terça;10:50:00;0
323937;Terça;10:30:00;0
323938;Terça;14:30:00;0
323939;Terça;06:40:00;0
323941;Terça;09:50:00;0
323942;Terça;04:30:00;0
323943;Terça;13:33:00;0
323944;Terça;10:40:00;0
323947;Terça;15:00:00;0
323951;Terça;12:15:00;0
323954;Terça;10:00:00;0
323955;Terça;08:00:00;0
323956;Terça;15:00:00;0
323957;Terça;02:00:00;0
323958;Terça;12:30:00;0
323959;Terça;14:00:00;0
323960;Terça;13:00:00;0
323961;Terça;15:00:00;0
323962;Terça;10:50:00;0
323963;Terça;09:50:00;1
323964;Terça;00:45:00;0
323966;Terça;10:30:00;0
323968;Terça;13:00:00;0
323970;Terça;14:20:00;0
323976;Terça;14:10:00;0
323977;Terça;16:30:00;0
323978;Terça;16:15:00;0
323981;Terça;16:10:00;0
323986;Terça;16:00:00;0
323987;Terça;16:05:00;0
323988;Terça;16:40:00;0
323990;Terça;17:10:00;0
323993;Terça;08:00:00;0
323994;Terça;10:20:00;0
323995;Terça;12:10:00;0
323996;Terça;17:00:00;0
323997;Terça;16:05:00;0
323999;Terça;17:20:00;0
324000;Terça;15:50:00;0
324001;Terça;17:45:00;0
324002;Terça;13:20:00;0
324006;Terça;10:40:00;0
324007;Terça;10:40:00;0
324008;Terça;10:00:00;0
324009;Terça;18:00:00;0
324010;Terça;12:00:00;0
324011;Terça;16:45:00;0
324012;Terça;17:05:00;0
324013;Terça;16:30:00;0
324014;Terça;13:00:00;0
324015;Terça;18:00:00;0
324018;Terça;16:50:00;0
324019;Terça;16:15:00;0
324020;Terça;12:30:00;0
324022;Terça;14:30:00;0
324023;Terça;13:20:00;0
324024;Terça;17:25:00;0
324025;Terça;15:45:00;0
324026;Terça;18:30:00;0
324027;Terça;17:40:00;0
324028;Terça;17:00:00;0
324031;Terça;17:45:00;0
324033;Terça;17:05:00;0
324035;Terça;17:50:00;0
324036;Terça;16:40:00;0
324037;Terça;13:45:00;0
324038;Terça;18:30:00;0
324039;Terça;16:00:00;0
324040;Terça;15:20:00;0
324043;Terça;20:00:00;0
324044;Terça;17:40:00;0
324046;Terça;16:20:00;0
324047;Terça;18:00:00;0
324049;Terça;06:30:00;0
324050;Terça;15:20:00;0
324051;Terça;15:45:00;0
324052;Terça;19:25:00;0
324053;Terça;06:00:00;0
324054;Terça;17:50:00;0
324055;Terça;16:30:00;0
324056;Terça;14:35:00;0
324060;Terça;17:00:00;0
324064;Terça;18:10:00;0
324066;Terça;18:20:00;0
324067;Terça;18:50:00;0
324068;Terça;19:40:00;0
324069;Terça;19:00:00;0
324071;Terça;12:30:00;0
324073;Terça;17:00:00;0
324074;Terça;19:00:00;0
324076;Terça;15:50:00;0
324077;Terça;18:40:00;1
324083;Terça;18:30:00;0
324084;Terça;03:00:00;0
324086;Terça;19:30:00;0
324087;Terça;17:45:00;0
324088;Terça;18:00:00;0
324090;Terça;11:45:00;0
324091;Terça;11:10:00;0
324092;Terça;20:10:00;0
324096;Terça;16:00:00;0
324097;Terça;11:35:00;0
324099;Terça;19:50:00;0
324102;Terça;19:30:00;0
324103;Terça;22:02:00;0
324105;Terça;19:40:00;0
324106;Terça;18:50:00;0
324107;Terça;18:30:00;0
324109;Terça;19:03:00;0
324110;Terça;13:45:00;1
324114;Terça;17:00:00;0
324117;Terça;20:15:00;0
324120;Terça;14:40:00;0
324121;Terça;03:50:00;0
324122;Terça;18:45:00;0
324123;Terça;21:40:00;0
324124;Terça;19:30:00;1
324125;Terça;21:40:00;0
324126;Terça;21:30:00;0
324128;Terça;22:05:00;0
324129;Terça;09:48:00;0
324130;Terça;15:30:00;0
324132;Terça;19:00:00;0
324135;Terça;16:00:00;0
324136;Terça;17:20:00;0
324137;Terça;16:40:00;0
324139;Terça;10:50:00;0
324140;Terça;20:15:00;0
324141;Quarta;00:01:00;0
324142;Terça;17:20:00;0
324143;Terça;22:30:00;0
324144;Terça;20:40:00;0
324145;Terça;17:10:00;0
324147;Terça;22:30:00;0
324148;Terça;13:35:00;0
324149;Terça;17:15:00;0
324150;Terça;17:20:00;0
324151;Terça;22:10:00;0
324152;Terça;22:10:00;0
324153;Terça;23:00:00;0
324154;Terça;12:00:00;0
324155;Quarta;00:30:00;0
324156;Quarta;01:35:00;0
324157;Terça;18:50:00;0
324158;Terça;12:00:00;0
324160;Terça;20:45:00;0
324161;Terça;20:50:00;0
324162;Terça;08:30:00;0
324163;Terça;17:10:00;0
324164;Terça;10:40:00;0
324165;Terça;17:45:00;0
324166;Terça;23:00:00;0
324168;Terça;17:00:00;0
324169;Terça;11:40:00;0
324170;Terça;21:20:00;0
324171;Quarta;00:10:00;0
324173;Terça;21:10:00;0
324174;Terça;20:30:00;0
324175;Terça;17:20:00;0
324176;Terça;18:50:00;0
324177;Terça;22:00:00;0
324178;Quarta;03:40:00;0
324179;Terça;07:40:00;0
324180;Quarta;00:30:00;0
324181;Terça;19:15:00;0
324182;Quarta;04:50:00;0
324183;Terça;23:00:00;0
324184;Terça;20:20:00;0
324185;Terça;19:15:00;0
324186;Terça;06:55:00;0
324188;Terça;20:00:00;0
324190;Quarta;05:30:00;0
324191;Quarta;01:15:00;0
324192;Terça;14:50:00;0
324193;Terça;19:00:00;0
324194;Terça;20:30:00;0
324195;Quarta;05:00:00;0
324197;Terça;19:40:00;0
324198;Quarta;04:15:00;0
324199;Terça;17:00:00;0
324201;Terça;19:30:00;0
324207;Quarta;08:00:00;0
324216;Quarta;07:45:00;0
324217;Terça;20:15:00;0
324221;Quarta;07:30:00;0
324224;Terça;17:10:00;0
324228;Quarta;05:50:00;0
324235;Terça;05:30:00;0
324239;Terça;05:50:00;0
324240;Quarta;07:45:00;0
324251;Quarta;10:00:00;0
324254;Terça;21:40:00;0
324255;Quarta;07:20:00;0
324258;Quarta;05:15:00;0
324261;Quarta;08:00:00;0
324265;Quarta;06:40:00;0
324270;Terça;03:10:00;0
324272;Quarta;08:45:00;0
324273;Quarta;08:30:00;0
324287;Quarta;10:10:00;0
324291;Quarta;09:20:00;0
324294;Quarta;10:30:00;0
324296;Terça;03:30:00;2
324297;Quarta;08:20:00;0
324303;Terça;02:50:00;0
324304;Quarta;00:10:00;0
324305;Quarta;08:20:00;0
324306;Quarta;11:35:00;0
324307;Quarta;11:00:00;0
324309;Quarta;09:00:00;0
324310;Terça;14:00:00;0
324311;Quarta;07:40:00;0
324312;Quarta;11:40:00;0
324313;Quarta;08:00:00;0
324318;Quarta;10:00:00;0
324320;Quarta;12:15:00;0
324321;Quarta;11:20:00;0
324323;Quarta;09:20:00;0
324326;Quarta;11:00:00;0
324327;Quarta;08:30:00;0
324330;Quarta;08:45:00;0
324331;Quarta;08:30:00;0
324332;Quarta;07:45:00;0
324333;Quarta;08:20:00;0
324335;Quarta;09:20:00;0
324336;Terça;17:04:00;0
324337;Quarta;09:45:00;0
324339;Quarta;10:45:00;0
324340;Quarta;07:50:00;0
324341;Terça;09:30:00;0
324343;Quarta;08:30:00;0
324345;Quarta;07:10:00;0
324346;Terça;19:30:00;0
324348;Terça;16:00:00;0
324349;Terça;16:30:00;0
324351;Terça;18:00:00;0
324352;Quarta;11:30:00;0
324354;Quarta;11:50:00;0
324356;Quarta;13:10:00;0
324357;Quarta;10:30:00;0
324358;Quarta;09:45:00;0
324359;Quarta;12:05:00;0
324360;Quarta;08:00:00;0
324361;Terça;06:50:00;3
324362;Quarta;11:45:00;0
324363;Quarta;12:20:00;0
324365;Quarta;06:30:00;0
324366;Quarta;09:30:00;0
324367;Quarta;11:00:00;0
324368;Quarta;12:18:00;0
324370;Quarta;07:50:00;0
324371;Quarta;12:45:00;0
324373;Quarta;05:30:00;0
324374;Quarta;09:10:00;0
324375;Quarta;12:30:00;0
324379;Quarta;09:35:00;0
324381;Quarta;10:20:00;0
324382;Quarta;10:50:00;0
324383;Terça;04:50:00;0
324385;Quarta;12:40:00;0
324386;Quarta;12:40:00;0
324388;Quarta;11:20:00;0
324391;Quarta;13:00:00;0
324392;Quarta;11:50:00;0
324393;Quarta;10:00:00;0
324395;Quarta;08:30:00;0
324397;Quarta;10:50:00;0
324398;Terça;05:30:00;0
324399;Quarta;07:30:00;0
324401;Terça;04:09:00;0
324402;Quarta;12:10:00;0
324403;Quarta;08:30:00;0
324404;Quarta;14:00:00;0
324407;Terça;18:10:00;0
324408;Quarta;15:20:00;0
324409;Quarta;08:05:00;0
324411;Quarta;11:37:00;0
324412;Quarta;13:30:00;0
324413;Quarta;08:30:00;0
324414;Quarta;11:30:00;0
324416;Quarta;10:30:00;1
324417;Terça;11:50:00;0
324418;Quarta;13:30:00;0
324421;Terça;13:10:00;0
324422;Quarta;11:50:00;0
324423;Terça;17:00:00;0
324424;Quarta;13:00:00;0
324428;Quarta;14:10:00;0
324430;Terça;17:15:00;0
324431;Quarta;12:45:00;0
324433;Quarta;15:20:00;0
324434;Quarta;11:00:00;0
324437;Terça;18:40:00;0
324438;Terça;19:10:00;0
324442;Quarta;07:40:00;0
324444;Quarta;13:00:00;0
324447;Quarta;11:20:00;0
324448;Quarta;15:30:00;0
324449;Terça;14:00:00;0
324450;Quarta;14:40:00;0
324451;Quarta;13:00:00;0
324452;Quarta;15:00:00;0
324455;Quarta;14:10:00;0
324456;Quarta;14:10:00;0
324457;Quarta;16:00:00;0
324458;Quarta;09:35:00;0
324459;Quarta;16:20:00;0
324460;Quarta;15:15:00;0
324462;Quarta;12:55:00;0
324464;Quarta;14:45:00;0
324465;Quarta;16:50:00;0
324466;Terça;14:30:00;0
324468;Quarta;00:15:00;0
324469;Quarta;16:30:00;0
324470;Quarta;10:30:00;0
324473;Quarta;16:05:00;0
324475;Quarta;16:30:00;0
324477;Quarta;10:30:00;0
324478;Quarta;15:30:00;0
324479;Quarta;15:20:00;0
324482;Quarta;15:00:00;0
324485;Quarta;12:50:00;0
324486;Quarta;16:50:00;0
324487;Quarta;16:20:00;0
324488;Quarta;10:30:00;0
324489;Quarta;11:30:00;0
324490;Quarta;14:00:00;0
324491;Quarta;07:00:00;0
324492;Quarta;15:15:00;0
324493;Quarta;15:30:00;0
324494;Terça;06:30:00;0
324496;Quarta;08:25:00;0
324499;Quarta;13:00:00;0
324501;Quarta;15:30:00;0
324502;Quarta;12:10:00;0
324503;Quarta;17:00:00;0
324506;Quarta;15:30:00;0
324507;Quarta;10:30:00;0
324508;Quarta;09:00:00;0
324510;Quarta;18:00:00;0
324511;Quarta;19:30:00;0
324512;Quarta;16:00:00;0
324513;Terça;18:30:00;0
324516;Quarta;18:30:00;0
324517;Terça;21:40:00;0
324519;Quarta;16:35:00;0
324520;Quarta;17:30:00;0
324522;Terça;18:00:00;0
324523;Quarta;05:40:00;0
324526;Quarta;17:30:00;0
324528;Quarta;16:20:00;0
324529;Quarta;11:30:00;0
324530;Quarta;16:20:00;0
324531;Quarta;06:50:00;0
324532;Quarta;16:00:00;0
324533;Quarta;19:30:00;0
324535;Quarta;10:00:00;0
324537;Quarta;17:05:00;0
324543;Quarta;16:25:00;0
324544;Quarta;18:30:00;0
324545;Quarta;16:00:00;0
324547;Quarta;18:10:00;0
324548;Quarta;16:40:00;0
324551;Quarta;12:30:00;0
324552;Quarta;16:35:00;0
324553;Quarta;00:20:00;0
324555;Quarta;21:00:00;0
324557;Quarta;18:30:00;0
324563;Quarta;16:10:00;0
324564;Quarta;13:50:00;0
324566;Quarta;12:40:00;0
324567;Quarta;15:00:00;0
324568;Terça;02:00:00;0
324569;Quarta;16:20:00;0
324571;Quarta;11:00:00;0
324572;Quarta;16:10:00;0
324574;Quarta;15:30:00;0
324576;Quarta;15:15:00;0
324577;Quarta;15:30:00;0
324579;Quarta;18:20:00;1
324580;Quarta;19:40:00;0
324581;Quarta;19:40:00;0
324582;Quarta;18:30:00;0
324584;Quarta;11:20:00;0
324587;Terça;13:30:00;0
324588;Quarta;20:30:00;0
324589;Quarta;11:30:00;0
324590;Quarta;19:30:00;0
324591;Quarta;12:00:00;0
324595;Quarta;19:20:00;0
324597;Quarta;20:50:00;0
324598;Quarta;20:00:00;0
324601;Quarta;16:20:00;0
324602;Quarta;14:10:00;0
324603;Quarta;11:45:00;0
324604;Quarta;10:20:00;0
324605;Quarta;11:15:00;0
324607;Quarta;15:50:00;0
324608;Quarta;14:10:00;0
324609;Quarta;21:20:00;0
324610;Quarta;20:30:00;0
324611;Quarta;16:50:00;1
324612;Quarta;08:10:00;0
324613;Quarta;11:50:00;0
324614;Quarta;21:10:00;0
324615;Quarta;18:10:00;0
324617;Quarta;14:20:00;0
324618;Quarta;19:40:00;0
324619;Quarta;22:00:00;0
324620;Quarta;18:40:00;0
324621;Quarta;18:35:00;0
324622;Quarta;17:00:00;0
324624;Quarta;20:30:00;0
324626;Quarta;22:15:00;0
324627;Quarta;14:30:00;0
324628;Quarta;18:15:00;0
324629;Quarta;19:25:00;0
324630;Quarta;22:10:00;0
324631;Quarta;23:00:00;0
324632;Quarta;23:30:00;0
324633;Quarta;08:00:00;0
324634;Terça;19:04:00;0
324635;Quarta;20:50:00;0
324636;Quarta;13:45:00;0
324637;Quarta;08:40:00;0
324638;Quarta;01:45:00;0
324639;Quarta;10:20:00;0
324640;Terça;14:40:00;0
324641;Quinta;01:35:00;0
324643;Quarta;11:00:00;0
324644;Quarta;12:45:00;0
324646;Quarta;23:20:00;0
324647;Quarta;06:30:00;0
324648;Quarta;22:00:00;0
324649;Quarta;21:00:00;0
324650;Quarta;17:30:00;0
324651;Quarta;16:50:00;0
324652;Quarta;18:10:00;0
324653;Quarta;11:25:00;0
324654;Quarta;18:05:00;0
324655;Quarta;19:30:00;0
324656;Quarta;15:00:00;0
324657;Quarta;11:10:00;0
324659;Quarta;22:30:00;0
324660;Quarta;15:50:00;0
324661;Quarta;15:15:00;0
324662;Quarta;16:00:00;0
324663;Quarta;19:10:00;0
