dia_semana;hour;mortos
domingo;0;202.0
domingo;1;201.0
domingo;2;211.0
domingo;3;142.0
domingo;4;204.0
domingo;5;279.0
domingo;6;177.0
domingo;7;148.0
domingo;8;136.0
domingo;9;202.0
domingo;10;182.0
domingo;11;113.0
domingo;12;105.0
domingo;13;170.0
domingo;14;285.0
domingo;15;278.0
domingo;16;213.0
domingo;17;351.0
domingo;18;610.0
domingo;19;423.0
domingo;20;451.0
domingo;21;410.0
domingo;22;248.0
domingo;23;408.0
quarta-feira;0;62.0
quarta-feira;1;106.0
quarta-feira;2;73.0
quarta-feira;3;120.0
quarta-feira;4;80.0
quarta-feira;5;228.0
quarta-feira;6;166.0
quarta-feira;7;122.0
quarta-feira;8;245.0
quarta-feira;9;57.0
quarta-feira;10;117.0
quarta-feira;11;118.0
quarta-feira;12;75.0
quarta-feira;13;154.0
quarta-feira;14;101.0
quarta-feira;15;179.0
quarta-feira;16;118.0
quarta-feira;17;124.0
quarta-feira;18;210.0
quarta-feira;19;333.0
quarta-feira;20;253.0
quarta-feira;21;104.0
quarta-feira;22;126.0
quarta-feira;23;103.0
quinta-feira;0;70.0
quinta-feira;1;40.0
quinta-feira;2;35.0
quinta-feira;3;66.0
quinta-feira;4;93.0
quinta-feira;5;204.0
quinta-feira;6;179.0
quinta-feira;7;171.0
quinta-feira;8;60.0
quinta-feira;9;60.0
quinta-feira;10;82.0
quinta-feira;11;132.0
quinta-feira;12;70.0
quinta-feira;13;194.0
quinta-feira;14;174.0
quinta-feira;15;155.0
quinta-feira;16;136.0
quinta-feira;17;206.0
quinta-feira;18;199.0
quinta-feira;19;350.0
quinta-feira;20;237.0
quinta-feira;21;245.0
quinta-feira;22;169.0
quinta-feira;23;177.0
segunda-feira;0;113.0
segunda-feira;1;139.0
segunda-feira;2;56.0
segunda-feira;3;78.0
segunda-feira;4;84.0
segunda-feira;5;327.0
segunda-feira;6;138.0
segunda-feira;7;180.0
segunda-feira;8;120.0
segunda-feira;9;53.0
segunda-feira;10;56.0
segunda-feira;11;185.0
segunda-feira;12;120.0
segunda-feira;13;164.0
segunda-feira;14;147.0
segunda-feira;15;152.0
segunda-feira;16;182.0
segunda-feira;17;139.0
segunda-feira;18;179.0
segunda-feira;19;290.0
segunda-feira;20;136.0
segunda-feira;21;165.0
segunda-feira;22;107.0
segunda-feira;23;80.0
sexta-feira;0;218.0
sexta-feira;1;42.0
sexta-feira;2;90.0
sexta-feira;3;157.0
sexta-feira;4;112.0
sexta-feira;5;166.0
sexta-feira;6;206.0
sexta-feira;7;139.0
sexta-feira;8;196.0
sexta-feira;9;87.0
sexta-feira;10;99.0
sexta-feira;11;143.0
sexta-feira;12;107.0
sexta-feira;13;207.0
sexta-feira;14;158.0
sexta-feira;15;262.0
sexta-feira;16;158.0
sexta-feira;17;277.0
sexta-feira;18;228.0
sexta-feira;19;249.0
sexta-feira;20;252.0
sexta-feira;21;194.0
sexta-feira;22;225.0
sexta-feira;23;194.0
terça-feira;0;64.0
terça-feira;1;54.0
terça-feira;2;56.0
terça-feira;3;72.0
terça-feira;4;26.0
terça-feira;5;73.0
terça-feira;6;190.0
terça-feira;7;310.0
terça-feira;8;125.0
terça-feira;9;76.0
terça-feira;10;121.0
terça-feira;11;134.0
terça-feira;12;114.0
terça-feira;13;69.0
terça-feira;14;157.0
terça-feira;15;216.0
terça-feira;16;154.0
terça-feira;17;97.0
terça-feira;18;204.0
terça-feira;19;346.0
terça-feira;20;139.0
terça-feira;21;106.0
terça-feira;22;193.0
terça-feira;23;100.0
