dia_semana;hour;mortos
domingo;0;52
domingo;1;57
domingo;2;50
domingo;3;72
domingo;4;97
domingo;5;89
domingo;6;58
domingo;7;55
domingo;8;74
domingo;9;33
domingo;10;39
domingo;11;46
domingo;12;32
domingo;13;53
domingo;14;40
domingo;15;56
domingo;16;84
domingo;17;94
domingo;18;135
domingo;19;138
domingo;20;106
domingo;21;102
domingo;22;93
domingo;23;63
quarta-feira;0;34
quarta-feira;1;16
quarta-feira;2;20
quarta-feira;3;24
quarta-feira;4;22
quarta-feira;5;45
quarta-feira;6;48
quarta-feira;7;38
quarta-feira;8;39
quarta-feira;9;33
quarta-feira;10;33
quarta-feira;11;33
quarta-feira;12;32
quarta-feira;13;39
quarta-feira;14;40
quarta-feira;15;30
quarta-feira;16;43
quarta-feira;17;45
quarta-feira;18;63
quarta-feira;19;92
quarta-feira;20;58
quarta-feira;21;46
quarta-feira;22;45
quarta-feira;23;36
quinta-feira;0;23
quinta-feira;1;21
quinta-feira;2;14
quinta-feira;3;16
quinta-feira;4;17
quinta-feira;5;43
quinta-feira;6;45
quinta-feira;7;57
quinta-feira;8;54
quinta-feira;9;30
quinta-feira;10;28
quinta-feira;11;38
quinta-feira;12;40
quinta-feira;13;46
quinta-feira;14;55
quinta-feira;15;34
quinta-feira;16;40
quinta-feira;17;63
quinta-feira;18;83
quinta-feira;19;73
quinta-feira;20;64
quinta-feira;21;40
quinta-feira;22;33
quinta-feira;23;29
segunda-feira;0;60
segunda-feira;1;38
segunda-feira;2;28
segunda-feira;3;20
segunda-feira;4;24
segunda-feira;5;55
segunda-feira;6;67
segunda-feira;7;45
segunda-feira;8;40
segunda-feira;9;42
segunda-feira;10;26
segunda-feira;11;43
segunda-feira;12;31
segunda-feira;13;45
segunda-feira;14;38
segunda-feira;15;38
segunda-feira;16;49
segunda-feira;17;27
segunda-feira;18;56
segunda-feira;19;61
segunda-feira;20;50
segunda-feira;21;56
segunda-feira;22;32
segunda-feira;23;28
sexta-feira;0;26
sexta-feira;1;16
sexta-feira;2;22
sexta-feira;3;22
sexta-feira;4;55
sexta-feira;5;50
sexta-feira;6;61
sexta-feira;7;42
sexta-feira;8;38
sexta-feira;9;31
sexta-feira;10;39
sexta-feira;11;37
sexta-feira;12;29
sexta-feira;13;40
sexta-feira;14;40
sexta-feira;15;37
sexta-feira;16;58
sexta-feira;17;56
sexta-feira;18;94
sexta-feira;19;111
sexta-feira;20;70
sexta-feira;21;70
sexta-feira;22;65
sexta-feira;23;37
terça-feira;0;17
terça-feira;1;9
terça-feira;2;12
terça-feira;3;15
terça-feira;4;30
terça-feira;5;29
terça-feira;6;22
terça-feira;7;53
terça-feira;8;24
terça-feira;9;30
terça-feira;10;40
terça-feira;11;37
terça-feira;12;17
terça-feira;13;44
terça-feira;14;38
terça-feira;15;43
terça-feira;16;43
terça-feira;17;30
terça-feira;18;78
terça-feira;19;53
terça-feira;20;60
terça-feira;21;37
terça-feira;22;40
terça-feira;23;46
