dia_semana;hour;mortos
domingo;0;55
domingo;1;56
domingo;2;59
domingo;3;56
domingo;4;82
domingo;5;79
domingo;6;66
domingo;7;52
domingo;8;44
domingo;9;42
domingo;10;63
domingo;11;48
domingo;12;44
domingo;13;50
domingo;14;79
domingo;15;77
domingo;16;110
domingo;17;93
domingo;18;145
domingo;19;159
domingo;20;148
domingo;21;95
domingo;22;92
domingo;23;54
quarta-feira;0;20
quarta-feira;1;9
quarta-feira;2;11
quarta-feira;3;16
quarta-feira;4;23
quarta-feira;5;46
quarta-feira;6;55
quarta-feira;7;51
quarta-feira;8;33
quarta-feira;9;24
quarta-feira;10;32
quarta-feira;11;28
quarta-feira;12;26
quarta-feira;13;38
quarta-feira;14;47
quarta-feira;15;55
quarta-feira;16;46
quarta-feira;17;64
quarta-feira;18;101
quarta-feira;19;53
quarta-feira;20;37
quarta-feira;21;47
quarta-feira;22;31
quarta-feira;23;32
quinta-feira;0;19
quinta-feira;1;15
quinta-feira;2;17
quinta-feira;3;23
quinta-feira;4;32
quinta-feira;5;44
quinta-feira;6;54
quinta-feira;7;41
quinta-feira;8;40
quinta-feira;9;38
quinta-feira;10;37
quinta-feira;11;26
quinta-feira;12;25
quinta-feira;13;39
quinta-feira;14;52
quinta-feira;15;51
quinta-feira;16;41
quinta-feira;17;41
quinta-feira;18;65
quinta-feira;19;55
quinta-feira;20;48
quinta-feira;21;58
quinta-feira;22;31
quinta-feira;23;33
segunda-feira;0;48
segunda-feira;1;34
segunda-feira;2;26
segunda-feira;3;16
segunda-feira;4;21
segunda-feira;5;60
segunda-feira;6;46
segunda-feira;7;50
segunda-feira;8;47
segunda-feira;9;30
segunda-feira;10;49
segunda-feira;11;36
segunda-feira;12;29
segunda-feira;13;35
segunda-feira;14;50
segunda-feira;15;36
segunda-feira;16;40
segunda-feira;17;51
segunda-feira;18;78
segunda-feira;19;54
segunda-feira;20;53
segunda-feira;21;29
segunda-feira;22;31
segunda-feira;23;36
sexta-feira;0;19
sexta-feira;1;24
sexta-feira;2;26
sexta-feira;3;25
sexta-feira;4;26
sexta-feira;5;52
sexta-feira;6;42
sexta-feira;7;52
sexta-feira;8;26
sexta-feira;9;43
sexta-feira;10;30
sexta-feira;11;33
sexta-feira;12;40
sexta-feira;13;42
sexta-feira;14;54
sexta-feira;15;49
sexta-feira;16;59
sexta-feira;17;57
sexta-feira;18;90
sexta-feira;19;92
sexta-feira;20;103
sexta-feira;21;61
sexta-feira;22;69
sexta-feira;23;67
sábado;0;69
sábado;1;67
sábado;2;64
sábado;3;37
sábado;4;71
sábado;5;72
sábado;6;73
sábado;7;60
sábado;8;55
sábado;9;44
sábado;10;44
sábado;11;61
sábado;12;46
sábado;13;49
sábado;14;57
sábado;15;64
sábado;16;77
sábado;17;83
sábado;18;104
sábado;19;116
sábado;20;91
sábado;21;72
sábado;22;74
sábado;23;78
terça-feira;0;19
terça-feira;1;19
terça-feira;2;17
terça-feira;3;25
terça-feira;4;27
terça-feira;5;29
terça-feira;6;47
terça-feira;7;32
terça-feira;8;40
terça-feira;9;28
terça-feira;10;32
terça-feira;11;42
terça-feira;12;28
terça-feira;13;48
terça-feira;14;39
terça-feira;15;39
terça-feira;16;34
terça-feira;17;63
terça-feira;18;78
terça-feira;19;71
terça-feira;20;61
terça-feira;21;54
terça-feira;22;30
terça-feira;23;32
