dia_semana;hour;mortos
domingo;0;60
domingo;1;52
domingo;2;43
domingo;3;75
domingo;4;75
domingo;5;55
domingo;6;37
domingo;7;25
domingo;8;41
domingo;9;24
domingo;10;37
domingo;11;37
domingo;12;20
domingo;13;35
domingo;14;51
domingo;15;70
domingo;16;63
domingo;17;72
domingo;18;155
domingo;19;144
domingo;20;93
domingo;21;67
domingo;22;55
domingo;23;49
quarta-feira;0;18
quarta-feira;1;22
quarta-feira;2;18
quarta-feira;3;16
quarta-feira;4;15
quarta-feira;5;50
quarta-feira;6;27
quarta-feira;7;31
quarta-feira;8;26
quarta-feira;9;15
quarta-feira;10;28
quarta-feira;11;39
quarta-feira;12;24
quarta-feira;13;22
quarta-feira;14;36
quarta-feira;15;32
quarta-feira;16;43
quarta-feira;17;37
quarta-feira;18;44
quarta-feira;19;69
quarta-feira;20;46
quarta-feira;21;49
quarta-feira;22;37
quarta-feira;23;39
quinta-feira;0;20
quinta-feira;1;24
quinta-feira;2;30
quinta-feira;3;15
quinta-feira;4;27
quinta-feira;5;36
quinta-feira;6;34
quinta-feira;7;33
quinta-feira;8;23
quinta-feira;9;28
quinta-feira;10;14
quinta-feira;11;40
quinta-feira;12;31
quinta-feira;13;32
quinta-feira;14;38
quinta-feira;15;38
quinta-feira;16;40
quinta-feira;17;39
quinta-feira;18;65
quinta-feira;19;74
quinta-feira;20;49
quinta-feira;21;38
quinta-feira;22;51
quinta-feira;23;43
segunda-feira;0;33
segunda-feira;1;16
segunda-feira;2;35
segunda-feira;3;28
segunda-feira;4;35
segunda-feira;5;43
segunda-feira;6;50
segunda-feira;7;43
segunda-feira;8;31
segunda-feira;9;28
segunda-feira;10;46
segunda-feira;11;24
segunda-feira;12;37
segunda-feira;13;25
segunda-feira;14;46
segunda-feira;15;28
segunda-feira;16;49
segunda-feira;17;47
segunda-feira;18;56
segunda-feira;19;62
segunda-feira;20;66
segunda-feira;21;44
segunda-feira;22;35
segunda-feira;23;18
sexta-feira;0;26
sexta-feira;1;18
sexta-feira;2;18
sexta-feira;3;27
sexta-feira;4;30
sexta-feira;5;68
sexta-feira;6;49
sexta-feira;7;59
sexta-feira;8;24
sexta-feira;9;26
sexta-feira;10;24
sexta-feira;11;14
sexta-feira;12;45
sexta-feira;13;39
sexta-feira;14;36
sexta-feira;15;45
sexta-feira;16;67
sexta-feira;17;72
sexta-feira;18;100
sexta-feira;19;87
sexta-feira;20;73
sexta-feira;21;67
sexta-feira;22;51
sexta-feira;23;46
